id,corpus,src
3666,sand_test1 | English,my name is sandipan
3296,चाँद का तोहफ़ा MT L1 | English,"later that night , the moon came up"
3295,चाँद का तोहफ़ा MT L1 | English,and i did not eat my dinner
3294,चाँद का तोहफ़ा MT L1 | English,i cried a lot
3293,चाँद का तोहफ़ा MT L1 | English,my cap got stuck on a branch of the old tree
3292,चाँद का तोहफ़ा MT L1 | English,it blew my cap away
3291,चाँद का तोहफ़ा MT L1 | English,"on the way home , a very strong wind came"
3290,चाँद का तोहफ़ा MT L1 | English,the baby got sugar candy
3289,चाँद का तोहफ़ा MT L1 | English,mother bought me a bright blue cap
3288,चाँद का तोहफ़ा MT L1 | English,papa bought brother fancy glasses
3287,चाँद का तोहफ़ा MT L1 | English,all of us went to the state fair
3286,घर MT L1 | English,come soon
3285,घर MT L1 | English,you must come and visit my home
3284,घर MT L1 | English,"when we have important guests , we bring out the chairs"
3283,घर MT L1 | English,"when it is hot , we use a fan"
3282,घर MT L1 | English,"when it is cold , we bring out quilts"
3281,घर MT L1 | English,tasty food is cooked in the kitchen
3280,घर MT L1 | English,my mother and grandmother keep their saris in the trunk
3279,घर MT L1 | English,but his helmet is on the cupboard
3278,घर MT L1 | English,my father keeps his motorcycle outside
3277,घर MT L1 | English,we also keep our mats there
3276,घर MT L1 | English,my grandfather keeps his stick in the corner
3275,घर MT L1 | English,i hang my clothes on the hook
3274,घर MT L1 | English,this is where we wash our face and hands
3273,घर MT L1 | English,we take off our shoes here
3272,घर MT L1 | English,i live here with my whole family
3271,घर MT L1 | English,this is my home
3270,खरगोश के लम्बे कान MT L2 | English,since that day the rabbits tail is short and his ears long
3269,खरगोश के लम्बे कान MT L2 | English,"his ears had become very , very long after the jackal had pulled them"
3268,खरगोश के लम्बे कान MT L2 | English,his tail got cut and was left behind in the hole
3267,खरगोश के लम्बे कान MT L2 | English,the rabbit yelled in pain and jumped
3266,खरगोश के लम्बे कान MT L2 | English,"when he saw the tail move , the crab bit the rabbits tail again"
3265,खरगोश के लम्बे कान MT L2 | English,the jackal caught him by the ears and pulled with all his might
3264,खरगोश के लम्बे कान MT L2 | English,"my tail is caught inside , pull me out"
3263,खरगोश के लम्बे कान MT L2 | English,"the rabbit gasped , do not just look at me"
3262,खरगोश के लम्बे कान MT L2 | English,the jackal heard him and came running to him
3261,खरगोश के लम्बे कान MT L2 | English,the poor rabbit cried loudly
3260,खरगोश के लम्बे कान MT L2 | English,the crab bit his tail hard and held it tight
3259,खरगोश के लम्बे कान MT L2 | English,"when his hand could not reach the crab , the rabbit put his tail into the hole"
3258,खरगोश के लम्बे कान MT L2 | English,he carefully put his hand in the hole which was quite deep
3257,खरगोश के लम्बे कान MT L2 | English,"this will be perfect , thought the rabbit"
3256,खरगोश के लम्बे कान MT L2 | English,he peeped in and saw a fat crab sitting inside
3255,खरगोश के लम्बे कान MT L2 | English,the rabbit soon spotted a hole in the mud
3254,खरगोश के लम्बे कान MT L2 | English,the rabbit went in one direction and the jackal in another
3253,खरगोश के लम्बे कान MT L2 | English,both the friends set off to find a crab
3252,खरगोश के लम्बे कान MT L2 | English,"the rabbit said , let us go and get a crab for her"
3251,खरगोश के लम्बे कान MT L2 | English,now she says she could eat a crab
3250,खरगोश के लम्बे कान MT L2 | English,she does not feel like eating anything
3249,खरगोश के लम्बे कान MT L2 | English,"the jackal called the rabbit and said , my wife has fever"
3248,खरगोश के लम्बे कान MT L2 | English,one day the jackals wife was not feeling well
3247,खरगोश के लम्बे कान MT L2 | English,a jackal and a rabbit were the best of friends
3246,मेरे पलंग के नीचे MT L2 | English,and dream about real tigers in a jungle
3245,मेरे पलंग के नीचे MT L2 | English,now i will sleep
3244,मेरे पलंग के नीचे MT L2 | English,ma gets me some water
3243,मेरे पलंग के नीचे MT L2 | English,i got scared for nothing
3242,मेरे पलंग के नीचे MT L2 | English,its buttons shine like a tigers eyes
3241,मेरे पलंग के नीचे MT L2 | English,this is my thick yellow and black sweater
3240,मेरे पलंग के नीचे MT L2 | English,"hey , this is no tiger"
3239,मेरे पलंग के नीचे MT L2 | English,ma bends and pulls the tiger out from under the bed
3238,मेरे पलंग के नीचे MT L2 | English,i point towards the tiger
3237,मेरे पलंग के नीचे MT L2 | English,asks ma
3236,मेरे पलंग के नीचे MT L2 | English,did you call me
3235,मेरे पलंग के नीचे MT L2 | English,what happened dear
